question_no,category_1,category_2,question_label,question_full,response_options,response_type,value_count,value_code_map,number_unit,other_input_expected,data_column_role,dashboard_value_type,formula
Q40,문화적 환경,조직 문화,개인별 다양성 중시 여부,"귀하의 기업은 조직문화적으로 구성원 개인의 다양성*을 중요하게 생각하고 있나요? *연령, 성별, 국적, 장애의 유무, 성격, 성향, 생활 방식, 가치관, 세계관 등.",전혀 그렇지 못하다|그렇지 못하다|보통이다|그렇다|매우 그렇다,객관식 척도,5,1=전혀 그렇지 못하다|2=그렇지 못하다|3=보통이다|4=그렇다|5=매우 그렇다,,N,raw,score,
Q41,문화적 환경,조직 문화,구성원 존중 여부,귀하의 기업은 구성원들을 소중히 여기고 있다고 느끼시나요?,전혀 그렇지 못하다|그렇지 못하다|보통이다|그렇다|매우 그렇다,객관식 척도,5,1=전혀 그렇지 못하다|2=그렇지 못하다|3=보통이다|4=그렇다|5=매우 그렇다,,N,raw,score,
Q42,문화적 환경,조직 문화,문화적 환경 만족도,우리 회사의 일하는 방식과 제도 및 조직 문화에 얼만큼 만족하시나요?,매우 불만족함|불만족함|보통|만족함|매우 만족함,객관식 척도,5,1=매우 불만족함|2=불만족함|3=보통|4=만족함|5=매우 만족함,,N,raw,score,
Q43,기술적 환경,,보고 및 결재 방식,다음 중 가장 많이 하는 보고 및 결재 방식을 선택해주세요.,대면 보고 후 서면 결재|대면 보고 후 전자 결재|비대면 보고 후 서면 결재|비대면 보고 후 전자 결재|기타 (직접 입력),객관식 단일,5,1=대면 보고 후 서면 결재|2=대면 보고 후 전자 결재|3=비대면 보고 후 서면 결재|4=비대면 보고 후 전자 결재|5=기타 (직접 입력),,Y,raw,label,
Q43_TEXT,기술적 환경,,보고 및 결재 방식__기타_텍스트,다음 중 가장 많이 하는 보고 및 결재 방식을 선택해주세요.,,객관식 단일,,,,Y,expanded,text,
Q44,기술적 환경,,자주 활용하는 보고 자료 유형,다음 중 가장 자주 활용하는 업무 보고 자료 유형을 선택해주세요.,디지털 자료화면 공유 (PPT 파일 등)|종이 출력물 인쇄|업무 관련 물품 활용 (샘플 등)|자료 없이 구두로|기타 (직접 입력),객관식 단일,5,1=디지털 자료화면 공유 (PPT 파일 등)|2=종이 출력물 인쇄|3=업무 관련 물품 활용 (샘플 등)|4=자료 없이 구두로|5=기타 (직접 입력),,Y,raw,label,
Q44_TEXT,기술적 환경,,자주 활용하는 보고 자료 유형__기타_텍스트,다음 중 가장 자주 활용하는 업무 보고 자료 유형을 선택해주세요.,,객관식 단일,,,,Y,expanded,text,
Q45,기술적 환경,,현재 갖춰져 있는 스마트워크 환경 요소,귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,"자리 예약 시스템 (전자 명패, 예약 키오스크)|회의 예약 시스템 (회의 예약, 알람, 예약 현황 패드)|도킹 시스템 (무선 기반으로 손쉬운 랩탑 사용 지원)|기업 모바일 전화 App (유선전화 대체)|화상 회의 시스템 (화상 컨퍼런스 캠, 카메라, 마이크)|스마트 회의 장비 (전자 칠판, 터치 모니터 등)|IOT 환경 조절 (모바일로 온/습도, 공기질 등 조절하는 인프라 제어 및 관리)|내부 인트라넷 (내부 문서, 결재 등 진행하는 기업 전용 포털)|온라인 협업 툴 - Slack, Teams, 노션 등 스마트 워크 툴|안면인식 게이트|스마트 출퇴근 관리 어플리케이션|로봇/AI 비서|기타 (직접 입력)",객관식 중복,13,"1=자리 예약 시스템 (전자 명패, 예약 키오스크)|2=회의 예약 시스템 (회의 예약, 알람, 예약 현황 패드)|3=도킹 시스템 (무선 기반으로 손쉬운 랩탑 사용 지원)|4=기업 모바일 전화 App (유선전화 대체)|5=화상 회의 시스템 (화상 컨퍼런스 캠, 카메라, 마이크)|6=스마트 회의 장비 (전자 칠판, 터치 모니터 등)|7=IOT 환경 조절 (모바일로 온/습도, 공기질 등 조절하는 인프라 제어 및 관리)|8=내부 인트라넷 (내부 문서, 결재 등 진행하는 기업 전용 포털)|9=온라인 협업 툴 - Slack, Teams, 노션 등 스마트 워크 툴|10=안면인식 게이트|11=스마트 출퇴근 관리 어플리케이션|12=로봇/AI 비서|13=기타 (직접 입력)",,Y,raw,label,
Q45_M1,기술적 환경,,"현재 갖춰져 있는 스마트워크 환경 요소__자리 예약 시스템 (전자 명패, 예약 키오스크)",귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M2,기술적 환경,,"현재 갖춰져 있는 스마트워크 환경 요소__회의 예약 시스템 (회의 예약, 알람, 예약 현황 패드)",귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M3,기술적 환경,,현재 갖춰져 있는 스마트워크 환경 요소__도킹 시스템 (무선 기반으로 손쉬운 랩탑 사용 지원),귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M4,기술적 환경,,현재 갖춰져 있는 스마트워크 환경 요소__기업 모바일 전화 App (유선전화 대체),귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M5,기술적 환경,,"현재 갖춰져 있는 스마트워크 환경 요소__화상 회의 시스템 (화상 컨퍼런스 캠, 카메라, 마이크)",귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M6,기술적 환경,,"현재 갖춰져 있는 스마트워크 환경 요소__스마트 회의 장비 (전자 칠판, 터치 모니터 등)",귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M7,기술적 환경,,"현재 갖춰져 있는 스마트워크 환경 요소__IOT 환경 조절 (모바일로 온/습도, 공기질 등 조절하는 인프라 제어 및 관리)",귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M8,기술적 환경,,"현재 갖춰져 있는 스마트워크 환경 요소__내부 인트라넷 (내부 문서, 결재 등 진행하는 기업 전용 포털)",귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M9,기술적 환경,,"현재 갖춰져 있는 스마트워크 환경 요소__온라인 협업 툴 - Slack, Teams, 노션 등 스마트 워크 툴",귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M10,기술적 환경,,현재 갖춰져 있는 스마트워크 환경 요소__안면인식 게이트,귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M11,기술적 환경,,현재 갖춰져 있는 스마트워크 환경 요소__스마트 출퇴근 관리 어플리케이션,귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M12,기술적 환경,,현재 갖춰져 있는 스마트워크 환경 요소__로봇/AI 비서,귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M13,기술적 환경,,현재 갖춰져 있는 스마트워크 환경 요소__기타 (직접 입력),귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q45_M13_TEXT,기술적 환경,,현재 갖춰져 있는 스마트워크 환경 요소__기타_텍스트,귀하의 회사에 ‘스마트워크*’를 위한 환경으로 갖춰져 있는 항목을 모두 선택해주세요. *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,,객관식 중복,,,,Y,expanded,text,
Q46,기술적 환경,,원활한 스마트 워크가 가능한 환경인가,현재 갖추어진 업무 환경이 원활한 스마트워크를 하기에 충분한 환경이라고 생각하시나요? *스마트워크는 시간과 장소에 구애받지 않고 언제 어디서나 일하는 것을 의미합니다.,전혀 그렇지 못하다|그렇지 못하다|보통이다|그렇다|매우 그렇다,객관식 척도,5,1=전혀 그렇지 못하다|2=그렇지 못하다|3=보통이다|4=그렇다|5=매우 그렇다,,N,raw,score,
Q47,기술적 환경,,현재 사용 중인 IT장비,업무시 사용하고 있는 개인용 IT 장비를 모두 선택해주세요.,노트북|데스크탑|태블릿|유선 전화|개인 휴대폰 이외 업무용 전화|기타(직접 입력),객관식 중복,6,1=노트북|2=데스크탑|3=태블릿|4=유선 전화|5=개인 휴대폰 이외 업무용 전화|6=기타(직접 입력),,Y,raw,label,
Q47_M1,기술적 환경,,현재 사용 중인 IT장비__노트북,업무시 사용하고 있는 개인용 IT 장비를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q47_M2,기술적 환경,,현재 사용 중인 IT장비__데스크탑,업무시 사용하고 있는 개인용 IT 장비를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q47_M3,기술적 환경,,현재 사용 중인 IT장비__태블릿,업무시 사용하고 있는 개인용 IT 장비를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q47_M4,기술적 환경,,현재 사용 중인 IT장비__유선 전화,업무시 사용하고 있는 개인용 IT 장비를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q47_M5,기술적 환경,,현재 사용 중인 IT장비__개인 휴대폰 이외 업무용 전화,업무시 사용하고 있는 개인용 IT 장비를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q47_M6,기술적 환경,,현재 사용 중인 IT장비__기타(직접 입력),업무시 사용하고 있는 개인용 IT 장비를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
Q47_M6_TEXT,기술적 환경,,현재 사용 중인 IT장비__기타_텍스트,업무시 사용하고 있는 개인용 IT 장비를 모두 선택해주세요.,,객관식 중복,,,,Y,expanded,text,
Q48,기술적 환경,,IT 인프라를 충분히 지원해주는가,귀하의 기업은 업무에 필요한 IT 인프라(하드웨어/소프트웨어)를 충분히 지원해주고 있나요?,"지원해주지 않음|지원해주나, 충분하지 않음|충분히 지원해줌",객관식 단일,3,"1=지원해주지 않음|2=지원해주나, 충분하지 않음|3=충분히 지원해줌",,N,raw,label,
Q49,기술적 환경,,심리스(Seamless) 환경이 구축되어 있는가,"현재 사용하시는 업무 툴, 인트라넷, 시스템들이 유기적으로 잘 연결되어 있나요? *소통 및 업무용 어플리케이션 통합 운용, 다목적 사원증/출입증 제공, 기업 전용 UI/UX 중복작업 필요 없는 환경",전혀 그렇지 못하다|그렇지 못하다|보통이다|그렇다|매우 그렇다,객관식 척도,5,1=전혀 그렇지 못하다|2=그렇지 못하다|3=보통이다|4=그렇다|5=매우 그렇다,,N,raw,score,
Q50,기술적 환경,,사내 정보에 쉽게 접근할 수 있는 시스템이 있는가,"사내 업무 정보, 지식 콘텐츠*등을 쉽게 검색하고 활용할 수 있는 시스템이 갖춰져 있나요? *업무 매뉴얼, 관련 자료, 진행업무 정보, 조직문화 가이드, 사내 규칙 등",전혀 그렇지 못하다|그렇지 못하다|보통이다|그렇다|매우 그렇다,객관식 척도,5,1=전혀 그렇지 못하다|2=그렇지 못하다|3=보통이다|4=그렇다|5=매우 그렇다,,N,raw,score,
Q51,기술적 환경,,새로운 IT기술 도입에 적극적인가,귀하의 기업은 업무 혁신을 위한 새로운 IT 인프라 및 기술적 지원 도입에 적극적인가요?,전혀 그렇지 못하다|그렇지 못하다|보통이다|그렇다|매우 그렇다,객관식 척도,5,1=전혀 그렇지 못하다|2=그렇지 못하다|3=보통이다|4=그렇다|5=매우 그렇다,,N,raw,score,
Q52,기술적 환경,,새로운 IT기술 내재화를 위한 교육에 적극적인가,"귀하의 기업은 직원들에게 새로운 IT기술과 업무방식을 내재화하기 위해 적극적으로 지원(교육, 피드백 등)하고 있나요?",전혀 그렇지 못하다|그렇지 못하다|보통이다|그렇다|매우 그렇다,객관식 척도,5,1=전혀 그렇지 못하다|2=그렇지 못하다|3=보통이다|4=그렇다|5=매우 그렇다,,N,raw,score,
Q53,기술적 환경,,업무에 AI를 활용하고 있는가,현재 업무 진행시 생성형 AI를 비롯한 인공 지능을 활용하고 계신가요?,"활용 방법을 모르며, 전혀 활용하지 않는다|활용 방법을 알고 있으나, 전혀 활용하지 않는다|활용 방법을 알고 있으나, 사용 빈도가 낮다|활용 방법을 알고 있으며, 적극적으로 사용하고 있다",객관식 단일,4,"1=활용 방법을 모르며, 전혀 활용하지 않는다|2=활용 방법을 알고 있으나, 전혀 활용하지 않는다|3=활용 방법을 알고 있으나, 사용 빈도가 낮다|4=활용 방법을 알고 있으며, 적극적으로 사용하고 있다",,N,raw,label,
Q54,기술적 환경,,AI가 현 직무를 대체할 수 있다고 생각하는가,생성형 AI를 비롯한 인공 지능이 앞으로 귀하의 직무 혹은 직업군을 대체할 수 있을 것이라고 예상하시나요?,전혀 가능성이 없다|그럴 가능성이 크지 않다고 생각한다|아직 더 지켜봐야 알 수 있을 것이다|그럴 가능성이 많다고 생각한다|그럴 가능성이 매우 크다,객관식 척도,5,1=전혀 가능성이 없다|2=그럴 가능성이 크지 않다고 생각한다|3=아직 더 지켜봐야 알 수 있을 것이다|4=그럴 가능성이 많다고 생각한다|5=그럴 가능성이 매우 크다,,N,raw,score,
Q55,기술적 환경,,AI의 긍정적 영향,다음은 인공지능(AI) 관련 기술의 성장이 직장에 가져올 수 있을 것이라 기대되는 긍정적인 내용들을 나열한 것입니다. 업무에 가장 도움이 될 것이라고 예상되는 순서대로 3개 항목을 골라주세요.,반복적&일상적 작업 수행의 자동화|보다 효율적인 업무 스케쥴 관리|단위 시간당 업무 생산성 향상 (작업 속도 향상)|과업 목표 달성에 필요한 업무 에너지 절약|업무 프로세스에 필요한 정보 및 스킬 습득 용이|보다 우수한 퀄리티의 업무 필요 정보 습득|기업의 업무&지식 컨텐츠 접근성 증진|보다 창의적인 아이디어 도출|업무 보조 툴 사이의 연계 강화하여 통합적 활용|기타 (직접 입력),객관식 순위,10,1=반복적&일상적 작업 수행의 자동화|2=보다 효율적인 업무 스케쥴 관리|3=단위 시간당 업무 생산성 향상 (작업 속도 향상)|4=과업 목표 달성에 필요한 업무 에너지 절약|5=업무 프로세스에 필요한 정보 및 스킬 습득 용이|6=보다 우수한 퀄리티의 업무 필요 정보 습득|7=기업의 업무&지식 컨텐츠 접근성 증진|8=보다 창의적인 아이디어 도출|9=업무 보조 툴 사이의 연계 강화하여 통합적 활용|10=기타 (직접 입력),,Y,raw,label,
Q55_R1,기술적 환경,,AI의 긍정적 영향__1순위,다음은 인공지능(AI) 관련 기술의 성장이 직장에 가져올 수 있을 것이라 기대되는 긍정적인 내용들을 나열한 것입니다. 업무에 가장 도움이 될 것이라고 예상되는 순서대로 3개 항목을 골라주세요.,,객관식 순위,10,1=반복적&일상적 작업 수행의 자동화|2=보다 효율적인 업무 스케쥴 관리|3=단위 시간당 업무 생산성 향상 (작업 속도 향상)|4=과업 목표 달성에 필요한 업무 에너지 절약|5=업무 프로세스에 필요한 정보 및 스킬 습득 용이|6=보다 우수한 퀄리티의 업무 필요 정보 습득|7=기업의 업무&지식 컨텐츠 접근성 증진|8=보다 창의적인 아이디어 도출|9=업무 보조 툴 사이의 연계 강화하여 통합적 활용|10=기타 (직접 입력),,N,expanded,label,
Q55_R2,기술적 환경,,AI의 긍정적 영향__2순위,다음은 인공지능(AI) 관련 기술의 성장이 직장에 가져올 수 있을 것이라 기대되는 긍정적인 내용들을 나열한 것입니다. 업무에 가장 도움이 될 것이라고 예상되는 순서대로 3개 항목을 골라주세요.,,객관식 순위,10,1=반복적&일상적 작업 수행의 자동화|2=보다 효율적인 업무 스케쥴 관리|3=단위 시간당 업무 생산성 향상 (작업 속도 향상)|4=과업 목표 달성에 필요한 업무 에너지 절약|5=업무 프로세스에 필요한 정보 및 스킬 습득 용이|6=보다 우수한 퀄리티의 업무 필요 정보 습득|7=기업의 업무&지식 컨텐츠 접근성 증진|8=보다 창의적인 아이디어 도출|9=업무 보조 툴 사이의 연계 강화하여 통합적 활용|10=기타 (직접 입력),,N,expanded,label,
Q55_R3,기술적 환경,,AI의 긍정적 영향__3순위,다음은 인공지능(AI) 관련 기술의 성장이 직장에 가져올 수 있을 것이라 기대되는 긍정적인 내용들을 나열한 것입니다. 업무에 가장 도움이 될 것이라고 예상되는 순서대로 3개 항목을 골라주세요.,,객관식 순위,10,1=반복적&일상적 작업 수행의 자동화|2=보다 효율적인 업무 스케쥴 관리|3=단위 시간당 업무 생산성 향상 (작업 속도 향상)|4=과업 목표 달성에 필요한 업무 에너지 절약|5=업무 프로세스에 필요한 정보 및 스킬 습득 용이|6=보다 우수한 퀄리티의 업무 필요 정보 습득|7=기업의 업무&지식 컨텐츠 접근성 증진|8=보다 창의적인 아이디어 도출|9=업무 보조 툴 사이의 연계 강화하여 통합적 활용|10=기타 (직접 입력),,N,expanded,label,
Q55_TEXT,기술적 환경,,AI의 긍정적 영향__기타_텍스트,다음은 인공지능(AI) 관련 기술의 성장이 직장에 가져올 수 있을 것이라 기대되는 긍정적인 내용들을 나열한 것입니다. 업무에 가장 도움이 될 것이라고 예상되는 순서대로 3개 항목을 골라주세요.,,객관식 순위,,,,Y,expanded,text,
Q56,기술적 환경,,기술적 환경 만족도,우리 회사의 기술적 환경에 대하여 얼만큼 만족하시나요?,매우 불만족함|불만족함|보통|만족함|매우 만족함,객관식 척도,5,1=매우 불만족함|2=불만족함|3=보통|4=만족함|5=매우 만족함,,N,raw,score,
Q57,물리적 환경,오피스 공간 일반,출퇴근 소요 시간,사무실로 출퇴근하는 시간은 얼마나 걸리나요? 편도 기준으로 응답해 주세요. (Door to Door) (분 단위로 입력해주세요),,주관식 숫자,,,분,N,raw,number,
Q58,물리적 환경,오피스 공간 일반,이상적인 출퇴근 소요 시간,적정 출퇴근 시간 어느 정도라고 생각하시나요? 편도 기준으로 응답해 주세요. (Door to Door) (분 단위로 입력해주세요.),,주관식 숫자,,,분,N,raw,number,
Q59,물리적 환경,오피스 공간 일반,현재 좌석 운영 방식 (고정/자율),현재 오피스 좌석 운영 방식은 무엇인가요?,고정 좌석제 (지정된 개인 책상 사용)|자율 좌석제 (지정된 자리 없이 원하는 자리 예약 사용)|고정+자율 좌석제 혼합|기타 (직접 입력),객관식 단일,4,1=고정 좌석제 (지정된 개인 책상 사용)|2=자율 좌석제 (지정된 자리 없이 원하는 자리 예약 사용)|3=고정+자율 좌석제 혼합|4=기타 (직접 입력),,Y,raw,label,
Q59_TEXT,물리적 환경,오피스 공간 일반,현재 좌석 운영 방식 (고정/자율)__기타_텍스트,현재 오피스 좌석 운영 방식은 무엇인가요?,,객관식 단일,,,,Y,expanded,text,
Q60,물리적 환경,오피스 공간 일반,선호하는 좌석 운영 방식 (고정/자율),다음 중 더 선호하는 업무 좌석 운영 방식을 선택해주세요.,고정 좌석제 (지정된 개인 책상 사용)|자율 좌석제 (지정된 자리 없이 원하는 자리 예약 사용)|기타 (직접 입력),객관식 단일,3,1=고정 좌석제 (지정된 개인 책상 사용)|2=자율 좌석제 (지정된 자리 없이 원하는 자리 예약 사용)|3=기타 (직접 입력),,Y,raw,label,
Q60_TEXT,물리적 환경,오피스 공간 일반,선호하는 좌석 운영 방식 (고정/자율)__기타_텍스트,다음 중 더 선호하는 업무 좌석 운영 방식을 선택해주세요.,,객관식 단일,,,,Y,expanded,text,
Q61,물리적 환경,오피스 공간 일반,현재 업무층 레이아웃,"현재 근무하시는 업무층의 오피스 레이아웃*에 가장 가까운 항목을 선택해주세요. *오피스 레이아웃이란 책상, 파티션 등의 구성 요소들을 오피스 공간에 배치하는 방식을 말합니다.",개방형 레이아웃 (구획 없이 오픈되어 있는 형태)|반개방형 레이아웃 (팀/부서가 파티션으로 분리되어 있는 형태)|폐쇄형 레이아웃 (팀/부서별로 별도의 실을 사용하는 형태)|기타 (직접 입력),객관식 단일,4,1=개방형 레이아웃 (구획 없이 오픈되어 있는 형태)|2=반개방형 레이아웃 (팀/부서가 파티션으로 분리되어 있는 형태)|3=폐쇄형 레이아웃 (팀/부서별로 별도의 실을 사용하는 형태)|4=기타 (직접 입력),,Y,raw,label,
Q61_TEXT,물리적 환경,오피스 공간 일반,현재 업무층 레이아웃__기타_텍스트,"현재 근무하시는 업무층의 오피스 레이아웃*에 가장 가까운 항목을 선택해주세요. *오피스 레이아웃이란 책상, 파티션 등의 구성 요소들을 오피스 공간에 배치하는 방식을 말합니다.",,객관식 단일,,,,Y,expanded,text,
Q62,물리적 환경,오피스 공간 일반,선호하는 업무층 레이아웃,"다음 중 가장 선호하는 오피스 레이아웃을 선택해주세요. *오피스 레이아웃이란 책상, 파티션 등의 구성 요소들을 오피스 공간에 배치하는 방식을 말합니다.",개방형 레이아웃 (구획 없이 오픈되어 있는 형태)|반개방형 레이아웃 (팀/부서가 파티션으로 분리되어 있는 형태)|폐쇄형 레이아웃 (팀/부서별로 별도의 실을 사용하는 형태)|기타 (직접 입력),객관식 단일,4,1=개방형 레이아웃 (구획 없이 오픈되어 있는 형태)|2=반개방형 레이아웃 (팀/부서가 파티션으로 분리되어 있는 형태)|3=폐쇄형 레이아웃 (팀/부서별로 별도의 실을 사용하는 형태)|4=기타 (직접 입력),,Y,raw,label,
Q62_TEXT,물리적 환경,오피스 공간 일반,선호하는 업무층 레이아웃__기타_텍스트,"다음 중 가장 선호하는 오피스 레이아웃을 선택해주세요. *오피스 레이아웃이란 책상, 파티션 등의 구성 요소들을 오피스 공간에 배치하는 방식을 말합니다.",,객관식 단일,,,,Y,expanded,text,
Q63,물리적 환경,오피스 공간 일반,현재 좌석 구획 정도,현재 업무 시 이용하는 좌석의 구획 정도에 대한 설명으로 가장 가까운 항목을 선택해주세요.,3면 이상 구획되어 주변 시야가 완전히 차단된다|2면이 구획되어 있어 주변 시야가 어느 정도 차단된다|앞면만 구획되어 있어 양 옆 자리와 소통이 가능하다|자리 구획이 없어 그룹 단위의 소통이 가능하다|기타 (직접 입력),객관식 단일,5,1=3면 이상 구획되어 주변 시야가 완전히 차단된다|2=2면이 구획되어 있어 주변 시야가 어느 정도 차단된다|3=앞면만 구획되어 있어 양 옆 자리와 소통이 가능하다|4=자리 구획이 없어 그룹 단위의 소통이 가능하다|5=기타 (직접 입력),,Y,raw,label,
Q63_TEXT,물리적 환경,오피스 공간 일반,현재 좌석 구획 정도__기타_텍스트,현재 업무 시 이용하는 좌석의 구획 정도에 대한 설명으로 가장 가까운 항목을 선택해주세요.,,객관식 단일,,,,Y,expanded,text,
Q64,물리적 환경,오피스 공간 일반,선호하는 업무 공간 유형(오픈/프라이빗),다음 중 더 선호하는 업무 공간 유형을 선택해주세요.,오픈형 업무 공간 (사람들 간 자연스러운 교류가 일어나는 오픈된 장소에서 일하는 것을 선호한다.)|프라이빗한 업무 공간 (주변 시선과 소음이 차단된 프라이빗한 장소에서 일하는 것을 선호한다.),객관식 단일,2,1=오픈형 업무 공간 (사람들 간 자연스러운 교류가 일어나는 오픈된 장소에서 일하는 것을 선호한다.)|2=프라이빗한 업무 공간 (주변 시선과 소음이 차단된 프라이빗한 장소에서 일하는 것을 선호한다.),,N,raw,label,
Q65,물리적 환경,오피스 공간 일반,선호하는 좌석 유형,다음 중 가장 선호하는 좌석 유형을 선택해주세요.,독립형 (1인 단위 구획 / 집중 업무에 적합)|셀형 (소규모 단위 구획 / 집중 업무에 적합)|링크형 (다양한 각도로 시선 교차 / 소통 업무에 적합)|일자형 (자유롭게 시선 교환 가능 / 소통 업무에 적합)|오픈데스크형 (구획 없이 개방 / 캐주얼 업무 및 협업에 적합)|기타 (직접 입력),객관식 단일,6,1=독립형 (1인 단위 구획 / 집중 업무에 적합)|2=셀형 (소규모 단위 구획 / 집중 업무에 적합)|3=링크형 (다양한 각도로 시선 교차 / 소통 업무에 적합)|4=일자형 (자유롭게 시선 교환 가능 / 소통 업무에 적합)|5=오픈데스크형 (구획 없이 개방 / 캐주얼 업무 및 협업에 적합)|6=기타 (직접 입력),,Y,raw,label,
Q65_TEXT,물리적 환경,오피스 공간 일반,선호하는 좌석 유형__기타_텍스트,다음 중 가장 선호하는 좌석 유형을 선택해주세요.,,객관식 단일,,,,Y,expanded,text,
Q66,물리적 환경,오피스 공간 일반,오피스 내 환경 개선 요소,다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,"환경 개선을 위한 요소 없음|개인 맞춤 환경 세팅을 위한 요소 (높이 조절 책상/태스크체어, 개인 조명 등)|소음 개선을 위한 요소 (배경 음악, 바닥 카펫, 흡음재 등)|공기질 개선을 위한 요소 (식물, 제습기, 가습기, 공기청정기 등)|편안한 업무 분위기 조성을 위한 요소 (향기 디퓨저, 그래픽적 인테리어 요소)|유연한 업무 행태를 보조하기 위한 요소 (이동식 콘센트/배터리 충전 스테이션, 로봇 등)|기타 (직접 입력)",객관식 중복,7,"1=환경 개선을 위한 요소 없음|2=개인 맞춤 환경 세팅을 위한 요소 (높이 조절 책상/태스크체어, 개인 조명 등)|3=소음 개선을 위한 요소 (배경 음악, 바닥 카펫, 흡음재 등)|4=공기질 개선을 위한 요소 (식물, 제습기, 가습기, 공기청정기 등)|5=편안한 업무 분위기 조성을 위한 요소 (향기 디퓨저, 그래픽적 인테리어 요소)|6=유연한 업무 행태를 보조하기 위한 요소 (이동식 콘센트/배터리 충전 스테이션, 로봇 등)|7=기타 (직접 입력)",,Y,raw,label,
Q66_M1,물리적 환경,오피스 공간 일반,오피스 내 환경 개선 요소__환경 개선을 위한 요소 없음,다음 중 우리 기업의 오피스에 마련되어 있는 환경 개선 요소를 모두 선택해주세요.,,객관식 중복,,0=미선택|1=선택,,N,expanded,binary,
